loan_id,current_balance,payment_status,days_past_due,last_updated_at,source_system,servicer_name
LN-000430,760267.3,Current,0,2026-08-18T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000411,282190.06,Current,0,2026-08-26T06:30:00Z,ServicerFeed,ServicerX
LN-000075,165162.83,Current,0,2026-08-14T06:30:00Z,ServicerFeed,MeridianServicing
LN-000468,446697.57,Current,0,2026-08-16T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000587,451471.57,30-59 Days,41,2026-08-10T06:30:00Z,ServicerFeed,MeridianServicing
LN-001196,211478.58,Current,0,2026-08-24T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000951,164053.69,Current,0,2026-08-14T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-001092,506044.53,Current,0,2026-08-18T06:30:00Z,ServicerFeed,ServicerX
LN-000194,242677.29,Current,0,2026-08-23T06:30:00Z,ServicerFeed,ServicerX
LN-000356,116908.92,Current,0,2026-08-18T06:30:00Z,ServicerFeed,MeridianServicing
LN-000389,304928.7,Current,0,2026-08-10T06:30:00Z,ServicerFeed,MeridianServicing
LN-000629,578220.62,Current,0,2026-08-17T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-001054,0.0,60-89 Days,66,2026-08-22T06:30:00Z,ServicerFeed,MeridianServicing
LN-000620,508675.0,90+ Days,142,2026-08-10T06:30:00Z,ServicerFeed,ServicerX
LN-000678,516707.53,Current,0,2026-08-09T06:30:00Z,ServicerFeed,ServicerX
LN-000846,525567.22,Current,0,2026-08-26T06:30:00Z,ServicerFeed,MeridianServicing
LN-000159,148170.75,Current,0,2026-08-11T06:30:00Z,ServicerFeed,ServicerX
LN-000607,384002.08,Current,0,2026-08-24T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000760,640238.78,Default,243,2026-08-26T06:30:00Z,ServicerFeed,MeridianServicing
LN-000622,479777.25,Current,0,2026-08-13T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000816,1041062.74,60-89 Days,88,2026-08-25T06:30:00Z,ServicerFeed,ServicerX
LN-000757,148994.22,30-59 Days,34,2026-08-19T02:14:00Z,ServicerFeed,ServicerX
LN-000566,408786.17,Current,0,2026-08-20T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000255,269477.51,Current,0,2026-08-25T06:30:00Z,ServicerFeed,MeridianServicing
LN-000221,0.0,Paid Off,0,2026-08-25T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000331,197405.57,Current,0,2026-08-25T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000775,308578.97,90+ Days,98,2026-08-19T02:14:00Z,ServicerFeed,MeridianServicing
LN-000571,585754.57,Current,0,2026-08-20T06:30:00Z,ServicerFeed,ServicerX
LN-000758,309870.33,Current,0,2026-08-08T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000493,517144.22,Current,0,2026-08-07T06:30:00Z,ServicerFeed,ServicerX
LN-000970,0.0,Closed,0,2026-08-07T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-001162,100051.15,90+ Days,152,2026-08-08T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000532,704910.64,60-89 Days,86,2026-08-22T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-001165,371597.12,Current,0,2026-08-18T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000733,180282.24,30-59 Days,47,2026-08-22T06:30:00Z,ServicerFeed,MeridianServicing
LN-000512,647969.23,Current,0,2026-08-18T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000465,494546.85,Current,0,2026-08-20T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000630,531103.87,Current,0,2026-08-14T06:30:00Z,ServicerFeed,MeridianServicing
LN-000192,69470.33,30-59 Days,31,2026-08-10T06:30:00Z,ServicerFeed,MeridianServicing
LN-001028,253338.94,Current,0,2026-08-12T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000805,233350.86,Current,0,2026-08-15T06:30:00Z,ServicerFeed,ServicerX
LN-000448,280297.0,Default,257,2026-08-11T06:30:00Z,ServicerFeed,MeridianServicing
LN-001163,90163.02,Current,0,2026-08-10T06:30:00Z,ServicerFeed,MeridianServicing
LN-000310,98495.11,Current,0,2026-08-08T06:30:00Z,ServicerFeed,ServicerX
LN-000125,292941.58,Current,0,2026-08-11T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000254,231657.16,Current,0,2026-08-08T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000262,457566.93,30-59 Days,34,2026-08-19T02:14:00Z,ServicerFeed,AtlasLoanCare
LN-000928,246527.67,Current,0,2026-08-13T06:30:00Z,ServicerFeed,ServicerX
LN-000177,0.0,90+ Days,124,2026-08-19T02:14:00Z,ServicerFeed,AtlasLoanCare
LN-000051,536549.73,30-59 Days,55,2026-08-22T06:30:00Z,ServicerFeed,ServicerX
LN-000540,147163.27,60-89 Days,62,2026-08-19T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000957,93386.82,60-89 Days,89,2026-08-15T06:30:00Z,ServicerFeed,ServicerX
LN-000259,611584.8,Current,0,2026-08-10T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000627,442280.46,90+ Days,156,2026-08-16T06:30:00Z,ServicerFeed,MeridianServicing
LN-000838,334113.09,Current,0,2026-08-18T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000873,152024.51,30-59 Days,36,2026-08-12T06:30:00Z,ServicerFeed,MeridianServicing
LN-000098,583401.08,Current,0,2026-08-17T06:30:00Z,ServicerFeed,ServicerX
LN-000338,0.0,Closed,0,2026-08-25T06:30:00Z,ServicerFeed,ServicerX
LN-000205,318065.92,Current,0,2026-08-23T06:30:00Z,ServicerFeed,MeridianServicing
LN-000899,378351.68,Current,0,2026-08-12T06:30:00Z,ServicerFeed,MeridianServicing
LN-000545,203645.07,Current,0,2026-08-17T06:30:00Z,ServicerFeed,MeridianServicing
LN-000769,0.0,Paid Off,0,2026-08-12T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000195,0.0,Paid Off,0,2026-08-07T06:30:00Z,ServicerFeed,ServicerX
LN-001011,35642.99,60-89 Days,81,2026-08-23T06:30:00Z,ServicerFeed,ServicerX
LN-000618,85875.71,Unknown,0,2026-08-17T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000087,151855.5,60-89 Days,60,2026-08-10T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000902,103992.46,Current,0,2026-08-10T06:30:00Z,ServicerFeed,MeridianServicing
LN-000130,102698.44,Current,0,2026-08-07T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000958,129041.77,Current,0,2026-08-06T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000011,371889.59,Current,0,2026-08-10T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000031,0.0,Closed,0,2026-08-23T06:30:00Z,ServicerFeed,ServicerX
LN-001144,473645.55,Current,0,2026-08-21T06:30:00Z,ServicerFeed,MeridianServicing
LN-000069,485409.33,Current,0,2026-08-06T06:30:00Z,ServicerFeed,ServicerX
LN-000298,95837.63,30-59 Days,58,2026-08-21T06:30:00Z,ServicerFeed,MeridianServicing
LN-000306,283428.46,Current,0,2026-08-13T06:30:00Z,ServicerFeed,ServicerX
LN-000869,262612.1,Current,0,2026-08-06T06:30:00Z,ServicerFeed,ServicerX
LN-001104,123617.0,Current,0,2026-08-09T06:30:00Z,ServicerFeed,ServicerX
LN-000679,367458.49,60-89 Days,84,2026-08-07T06:30:00Z,ServicerFeed,MeridianServicing
LN-001012,584302.68,Current,0,2026-08-18T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-801207,298154.77,Current,0,2026-08-19T02:14:00Z,ServicerFeed,ServicerX
LN-000412,771638.38,90+ Days,146,2026-08-23T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000982,49343.93,Current,0,2026-08-20T06:30:00Z,ServicerFeed,MeridianServicing
LN-000636,0.0,Paid Off,0,2026-08-14T06:30:00Z,ServicerFeed,MeridianServicing
LN-000747,664826.16,Current,0,2026-08-21T06:30:00Z,ServicerFeed,ServicerX
LN-000770,293629.38,30-59 Days,55,2026-08-19T02:14:00Z,ServicerFeed,MeridianServicing
LN-000903,478938.66,Current,0,2026-08-10T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000817,710705.02,Current,0,2026-08-12T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000314,335609.24,Current,0,2026-08-17T06:30:00Z,ServicerFeed,MeridianServicing
LN-000764,372397.05,Current,0,2026-08-14T06:30:00Z,ServicerFeed,MeridianServicing
LN-001064,662390.88,Default,325,2026-08-16T06:30:00Z,ServicerFeed,ServicerX
LN-000682,700987.33,Current,0,2026-08-17T06:30:00Z,ServicerFeed,MeridianServicing
LN-000234,129339.39,Default,288,2026-08-19T02:14:00Z,ServicerFeed,AtlasLoanCare
LN-001076,397742.59,Current,0,2026-08-22T06:30:00Z,ServicerFeed,ServicerX
LN-000293,0.0,Closed,0,2026-08-19T02:14:00Z,ServicerFeed,MeridianServicing
LN-000754,198678.97,Current,0,2026-08-23T06:30:00Z,ServicerFeed,MeridianServicing
LN-000923,0.0,Paid Off,0,2026-08-07T06:30:00Z,ServicerFeed,ServicerX
LN-000073,394328.71,30-59 Days,58,2026-08-22T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000223,171383.75,30-59 Days,48,2026-08-21T06:30:00Z,ServicerFeed,MeridianServicing
LN-001112,695206.97,Current,0,2026-08-25T06:30:00Z,ServicerFeed,MeridianServicing
LN-001130,-23198.12,Current,0,2026-08-13T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000018,123537.57,Default,195,2026-08-18T06:30:00Z,ServicerFeed,MeridianServicing
LN-000210,466521.31,30-59 Days,38,2026-08-09T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000533,755025.94,Current,0,2026-08-12T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000593,762429.88,Current,0,2026-08-08T06:30:00Z,ServicerFeed,MeridianServicing
LN-000883,432200.46,Current,0,2026-08-18T06:30:00Z,ServicerFeed,MeridianServicing
LN-000332,55217.4,Current,0,2026-08-06T06:30:00Z,ServicerFeed,ServicerX
LN-000966,244681.18,Current,0,2026-08-19T02:14:00Z,ServicerFeed,ServicerX
LN-000655,229181.75,Current,0,2026-08-09T06:30:00Z,ServicerFeed,MeridianServicing
LN-001166,477316.2,Current,0,2026-08-12T06:30:00Z,ServicerFeed,ServicerX
LN-000486,79360.88,Current,0,2026-08-19T02:14:00Z,ServicerFeed,ServicerX
LN-001029,472889.43,Current,0,2026-08-16T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000034,0.0,Paid Off,0,2026-08-07T06:30:00Z,ServicerFeed,MeridianServicing
LN-000610,121693.04,Current,0,2026-08-09T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000632,484414.24,Current,0,2026-08-15T06:30:00Z,ServicerFeed,ServicerX
LN-000558,598046.37,Current,0,2026-08-21T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000449,561950.16,Current,0,2026-08-09T06:30:00Z,ServicerFeed,ServicerX
LN-000664,356859.73,Current,0,2026-08-10T06:30:00Z,ServicerFeed,MeridianServicing
LN-000861,188412.24,Current,0,2026-08-09T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000692,708544.26,Current,0,2026-08-13T06:30:00Z,ServicerFeed,ServicerX
LN-000395,630924.75,Current,0,2026-08-10T06:30:00Z,ServicerFeed,MeridianServicing
LN-000844,238025.91,Current,0,2026-08-22T06:30:00Z,ServicerFeed,MeridianServicing
LN-000164,630607.05,Current,0,2026-08-11T06:30:00Z,ServicerFeed,MeridianServicing
LN-000766,179424.55,Current,0,2026-08-24T06:30:00Z,ServicerFeed,ServicerX
LN-000688,683605.88,Current,0,2026-08-19T06:30:00Z,ServicerFeed,ServicerX
LN-000720,195752.97,Current,0,2026-08-23T06:30:00Z,ServicerFeed,MeridianServicing
LN-000934,182582.5,60-89 Days,87,2026-08-06T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000305,169460.09,Current,0,2026-08-16T06:30:00Z,ServicerFeed,MeridianServicing
LN-000920,0.0,Paid Off,0,2026-08-09T06:30:00Z,ServicerFeed,ServicerX
LN-000340,485648.68,60-89 Days,89,2026-08-22T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000640,312826.39,Current,0,2026-08-08T06:30:00Z,ServicerFeed,ServicerX
LN-000732,513922.12,Current,0,2026-08-06T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000669,670194.26,30-59 Days,54,2026-08-10T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-001111,504875.18,Current,0,2026-08-22T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000057,525948.79,30-59 Days,56,2026-08-06T06:30:00Z,ServicerFeed,ServicerX
LN-000536,529374.63,Current,0,2026-08-11T06:30:00Z,ServicerFeed,ServicerX
LN-000188,291291.7,30-59 Days,42,2026-08-14T06:30:00Z,ServicerFeed,ServicerX
LN-000241,404487.94,Current,0,2026-08-07T06:30:00Z,ServicerFeed,ServicerX
LN-000347,394671.58,Current,0,2026-08-08T06:30:00Z,ServicerFeed,ServicerX
LN-000239,148771.99,Current,0,2026-08-08T06:30:00Z,ServicerFeed,ServicerX
LN-001079,606258.28,Current,0,2026-08-19T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000977,0.0,Closed,0,2026-08-10T06:30:00Z,ServicerFeed,MeridianServicing
LN-000941,131029.61,Current,0,2026-08-17T06:30:00Z,ServicerFeed,MeridianServicing
LN-000440,723332.49,Current,0,2026-08-25T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000961,293598.3,Current,0,2026-08-16T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000628,783181.37,Current,0,2026-08-10T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000105,414510.6,60-89 Days,66,2026-08-10T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000642,86991.98,Current,0,2026-08-19T02:14:00Z,ServicerFeed,AtlasLoanCare
LN-000269,169122.5,Current,0,2026-08-12T06:30:00Z,ServicerFeed,ServicerX
LN-000577,160822.56,Current,0,2026-08-23T06:30:00Z,ServicerFeed,ServicerX
LN-001020,782102.42,Current,0,2026-08-20T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000414,139362.9,Current,0,2026-08-16T06:30:00Z,ServicerFeed,MeridianServicing
LN-000129,86765.42,Current,0,2026-08-16T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000938,256174.83,Current,0,2026-08-16T06:30:00Z,ServicerFeed,ServicerX
LN-000563,427267.11,Current,0,2026-08-25T06:30:00Z,ServicerFeed,MeridianServicing
LN-000826,576304.88,Current,0,2026-08-07T06:30:00Z,ServicerFeed,MeridianServicing
LN-001063,0.0,Paid Off,0,2026-08-10T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-001153,0.0,Closed,0,2026-08-18T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000415,246934.85,Current,0,2026-08-25T06:30:00Z,ServicerFeed,MeridianServicing
LN-000551,341992.82,Current,0,2026-08-15T06:30:00Z,ServicerFeed,MeridianServicing
LN-001116,145417.34,Current,0,2026-08-23T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000847,58656.06,Default,197,2026-08-17T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-001125,98635.49,Current,0,2026-08-17T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000490,741538.52,30-59 Days,50,2026-08-25T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-001098,418513.5,60-89 Days,80,2026-08-19T02:14:00Z,ServicerFeed,ServicerX
LN-000376,297684.14,Current,0,2026-08-16T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000253,147422.31,Current,0,2026-08-20T06:30:00Z,ServicerFeed,MeridianServicing
LN-000648,69084.49,Paid Off,0,2026-08-09T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000003,0.0,Closed,0,2026-08-23T06:30:00Z,ServicerFeed,ServicerX
LN-000463,0.0,Paid Off,0,2026-08-06T06:30:00Z,ServicerFeed,MeridianServicing
LN-001200,353443.64,Current,0,2026-08-09T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000422,100460.46,Current,0,2026-08-25T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000748,0.0,Paid Off,0,2026-08-12T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000103,319107.32,Current,0,2026-08-09T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000543,0.0,Closed,0,2026-08-22T06:30:00Z,ServicerFeed,ServicerX
LN-001048,575559.75,Current,0,2026-08-06T06:30:00Z,ServicerFeed,ServicerX
LN-000590,614322.52,60-89 Days,68,2026-08-06T06:30:00Z,ServicerFeed,MeridianServicing
LN-000344,424138.63,Current,0,2026-08-15T06:30:00Z,ServicerFeed,ServicerX
LN-001075,418578.54,Current,0,2026-08-10T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000157,464054.91,Current,0,2026-08-18T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-001156,815170.54,Current,0,2026-08-11T06:30:00Z,ServicerFeed,ServicerX
LN-000662,655986.64,Current,0,2026-08-26T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000299,212260.94,Current,0,2026-08-13T06:30:00Z,ServicerFeed,ServicerX
LN-000007,285029.58,30-59 Days,43,2026-08-19T02:14:00Z,ServicerFeed,AtlasLoanCare
LN-000944,76152.43,Current,0,2026-08-20T06:30:00Z,ServicerFeed,MeridianServicing
LN-000895,206863.75,Current,0,2026-08-07T06:30:00Z,ServicerFeed,ServicerX
LN-000316,515644.14,Current,0,2026-08-11T06:30:00Z,ServicerFeed,ServicerX
LN-001161,106230.17,30-59 Days,46,2026-08-11T06:30:00Z,ServicerFeed,ServicerX
LN-000265,601469.31,Current,0,2026-08-20T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-000124,318640.32,90+ Days,164,2026-08-15T06:30:00Z,ServicerFeed,MeridianServicing
LN-000168,465429.6,Current,0,2026-08-11T06:30:00Z,ServicerFeed,AtlasLoanCare
LN-001023,546937.21,Current,0,2026-08-12T06:30:00Z,ServicerFeed,MeridianServicing
